Plate, 4
Well, 1
Count, 91
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Diameter (um), Range, frequency
5.643, 0.000 to 11.287, 0
16.930, 11.287 to 22.573, 0
28.216, 22.573 to 33.860, 0
39.503, 33.860 to 45.146, 0
50.789, 45.146 to 56.433, 0
62.076, 56.433 to 67.719, 0
73.362, 67.719 to 79.006, 0
84.649, 79.006 to 90.292, 0
95.936, 90.292 to 101.579, 0
107.222, 101.579 to 112.865, 0
118.509, 112.865 to 124.152, 0
129.795, 124.152 to 135.438, 0
141.082, 135.438 to 146.725, 0
152.368, 146.725 to 158.011, 0
163.655, 158.011 to 169.298, 1
174.941, 169.298 to 180.585, 0
186.228, 180.585 to 191.871, 3
197.514, 191.871 to 203.158, 0
208.801, 203.158 to 214.444, 0
220.087, 214.444 to 225.731, 6
231.374, 225.731 to 237.017, 1
242.660, 237.017 to 248.304, 1
253.947, 248.304 to 259.590, 0
265.234, 259.590 to 270.877, 3
276.520, 270.877 to 282.163, 3
287.807, 282.163 to 293.450, 4
299.093, 293.450 to 304.736, 5
310.380, 304.736 to 316.023, 5
321.666, 316.023 to 327.309, 4
332.953, 327.309 to 338.596, 11
344.239, 338.596 to 349.883, 7
355.526, 349.883 to 361.169, 8
366.812, 361.169 to 372.456, 3
378.099, 372.456 to 383.742, 2
389.385, 383.742 to 395.029, 4
400.672, 395.029 to 406.315, 2
411.958, 406.315 to 417.602, 2
423.245, 417.602 to 428.888, 1
434.532, 428.888 to 440.175, 3
445.818, 440.175 to 451.461, 0
457.105, 451.461 to 462.748, 2
468.391, 462.748 to 474.034, 1
479.678, 474.034 to 485.321, 2
490.964, 485.321 to 496.608, 2
502.251, 496.608 to 507.894, 2
513.537, 507.894 to 519.181, 2
524.824, 519.181 to 530.467, 0
536.110, 530.467 to 541.754, 0
547.397, 541.754 to 553.040, 0
558.683, 553.040 to 564.327, 1


Plate, 4
Well, 2
Count, 93
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Diameter (um), Range, frequency
6.409, 0.000 to 12.818, 0
19.228, 12.818 to 25.637, 0
32.046, 25.637 to 38.455, 0
44.864, 38.455 to 51.273, 0
57.683, 51.273 to 64.092, 0
70.501, 64.092 to 76.910, 0
83.319, 76.910 to 89.728, 0
96.138, 89.728 to 102.547, 0
108.956, 102.547 to 115.365, 0
121.774, 115.365 to 128.183, 0
