Plate, 4
Well, 1
Count, 217
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Diameter (um), Range, frequency
15.924, 0.000 to 31.849, 0
47.773, 31.849 to 63.697, 0
79.622, 63.697 to 95.546, 0
111.470, 95.546 to 127.395, 0
143.319, 127.395 to 159.244, 0
175.168, 159.244 to 191.092, 0
207.017, 191.092 to 222.941, 1
238.865, 222.941 to 254.790, 2
270.714, 254.790 to 286.638, 2
302.563, 286.638 to 318.487, 7
334.411, 318.487 to 350.336, 11
366.260, 350.336 to 382.184, 9
398.109, 382.184 to 414.033, 9
429.957, 414.033 to 445.882, 15
461.806, 445.882 to 477.731, 13
493.655, 477.731 to 509.579, 19
525.504, 509.579 to 541.428, 22
557.352, 541.428 to 573.277, 12
589.201, 573.277 to 605.125, 10
621.050, 605.125 to 636.974, 6
652.898, 636.974 to 668.823, 7
684.747, 668.823 to 700.671, 7
716.596, 700.671 to 732.520, 9
748.444, 732.520 to 764.369, 11
780.293, 764.369 to 796.218, 4
812.142, 796.218 to 828.066, 7
843.991, 828.066 to 859.915, 5
875.839, 859.915 to 891.764, 4
907.688, 891.764 to 923.612, 0
939.537, 923.612 to 955.461, 4
971.385, 955.461 to 987.310, 2
1003.234, 987.310 to 1019.158, 2
1035.083, 1019.158 to 1051.007, 2
1066.931, 1051.007 to 1082.856, 3
1098.780, 1082.856 to 1114.705, 4
1130.629, 1114.705 to 1146.553, 2
1162.478, 1146.553 to 1178.402, 0
1194.326, 1178.402 to 1210.251, 1
1226.175, 1210.251 to 1242.099, 1
1258.024, 1242.099 to 1273.948, 0
1289.872, 1273.948 to 1305.797, 1
1321.721, 1305.797 to 1337.645, 1
1353.570, 1337.645 to 1369.494, 0
1385.418, 1369.494 to 1401.343, 0
1417.267, 1401.343 to 1433.192, 1
1449.116, 1433.192 to 1465.040, 0
1480.965, 1465.040 to 1496.889, 0
1512.813, 1496.889 to 1528.738, 0
1544.662, 1528.738 to 1560.586, 0
1576.511, 1560.586 to 1592.435, 1


Plate, 4
Well, 2
Count, 202
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Diameter (um), Range, frequency
17.732, 0.000 to 35.465, 0
53.197, 35.465 to 70.930, 0
88.662, 70.930 to 106.394, 0
124.127, 106.394 to 141.859, 0
159.592, 141.859 to 177.324, 0
195.056, 177.324 to 212.789, 0
230.521, 212.789 to 248.254, 1
