Plate, 3
Well, 1
Count, 202
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Diameter (um), Range, frequency
10.364, 0.000 to 20.728, 0
31.093, 20.728 to 41.457, 0
51.821, 41.457 to 62.185, 0
72.550, 62.185 to 82.914, 0
93.278, 82.914 to 103.642, 0
114.006, 103.642 to 124.371, 0
134.735, 124.371 to 145.099, 0
155.463, 145.099 to 165.828, 2
176.192, 165.828 to 186.556, 2
196.920, 186.556 to 207.284, 1
217.649, 207.284 to 228.013, 4
238.377, 228.013 to 248.741, 3
259.105, 248.741 to 269.470, 1
279.834, 269.470 to 290.198, 8
300.562, 290.198 to 310.927, 7
321.291, 310.927 to 331.655, 8
342.019, 331.655 to 352.383, 32
362.748, 352.383 to 373.112, 17
383.476, 373.112 to 393.840, 19
404.205, 393.840 to 414.569, 9
424.933, 414.569 to 435.297, 7
445.661, 435.297 to 456.026, 13
466.390, 456.026 to 476.754, 10
487.118, 476.754 to 497.483, 8
507.847, 497.483 to 518.211, 13
528.575, 518.211 to 538.939, 8
549.304, 538.939 to 559.668, 6
570.032, 559.668 to 580.396, 4
590.760, 580.396 to 601.125, 2
611.489, 601.125 to 621.853, 2
632.217, 621.853 to 642.582, 1
652.946, 642.582 to 663.310, 3
673.674, 663.310 to 684.038, 1
694.403, 684.038 to 704.767, 1
715.131, 704.767 to 725.495, 1
735.860, 725.495 to 746.224, 1
756.588, 746.224 to 766.952, 1
777.316, 766.952 to 787.681, 1
798.045, 787.681 to 808.409, 0
818.773, 808.409 to 829.138, 1
839.502, 829.138 to 849.866, 2
860.230, 849.866 to 870.594, 0
880.959, 870.594 to 891.323, 0
901.687, 891.323 to 912.051, 0
922.415, 912.051 to 932.780, 1
943.144, 932.780 to 953.508, 0
963.872, 953.508 to 974.237, 0
984.601, 974.237 to 994.965, 1
1005.329, 994.965 to 1015.693, 0
1026.058, 1015.693 to 1036.422, 1


Plate, 3
Well, 2
Count, 145
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Diameter (um), Range, frequency
9.907, 0.000 to 19.815, 0
29.722, 19.815 to 39.629, 0
49.536, 39.629 to 59.444, 0
69.351, 59.444 to 79.258, 0
89.165, 79.258 to 99.073, 0
108.980, 99.073 to 118.887, 0
128.794, 118.887 to 138.702, 0
